loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets
2109,4,Graduate,No,6900,14700,2,496,24000,14000,31000,8000,Approved,77000
2110,3,Not Graduate,No,9100,27400,18,652,17000,14600,63400,13600,Approved,108600
2111,2,Graduate,Yes,1100,3700,2,806,5400,1600,5800,1000,Rejected,13800
2112,4,Not Graduate,No,1700,4500,12,821,6400,3800,9800,3000,Approved,23000
2113,5,Graduate,Yes,9200,28800,20,618,28600,21600,67800,21200,Approved,139200
2114,2,Not Graduate,Yes,8300,20600,12,729,44800,18000,62800,16800,Approved,142400
2115,5,Not Graduate,Yes,5000,10600,6,839,25200,17200,39600,7000,Approved,89000
2116,3,Graduate,No,2200,6400,2,318,2800,4200,8600,3000,Rejected,18600
2117,2,Graduate,No,4500,9600,16,404,3600,12000,34000,5400,Approved,55000
2118,5,Not Graduate,Yes,4100,9000,6,581,13200,3000,22600,6800,Approved,45600
2119,1,Not Graduate,No,2800,6800,18,596,15800,800,14600,3000,Approved,34200
2120,1,Not Graduate,No,6600,20700,4,415,25600,23800,35400,7800,Approved,92600
2121,3,Not Graduate,Yes,3200,7200,6,728,9600,4000,16000,9200,Approved,38800
2122,0,Not Graduate,No,6300,13300,2,666,17600,8000,28400,9800,Rejected,63800
2123,2,Graduate,No,4700,17700,14,675,11600,14400,26200,13000,Approved,65200
2124,0,Graduate,No,4100,15400,16,304,6000,10400,32400,6200,Rejected,55000
2125,5,Graduate,Yes,7100,15500,4,474,15200,18000,44800,18800,Approved,96800
2126,4,Graduate,Yes,4900,10200,18,370,21800,4400,27400,13200,Rejected,66800
2127,4,Graduate,No,5600,20300,20,596,10200,21800,25400,15800,Approved,73200
2128,4,Graduate,No,3400,8300,2,567,11400,3800,20400,5400,Rejected,41000
2129,3,Not Graduate,No,4500,16100,16,671,21000,7200,24800,11600,Approved,64600
2130,2,Graduate,No,300,800,18,819,600,600,1800,800,Approved,3800
2131,5,Not Graduate,Yes,7600,23000,10,829,6200,14600,35200,14600,Approved,70600
2132,5,Graduate,No,500,1200,12,454,2800,1000,2000,600,Approved,6400
2133,0,Graduate,Yes,5900,15200,16,399,30400,6400,24400,13000,Rejected,74200
2134,0,Graduate,No,7100,20700,10,784,19000,22800,55800,17200,Approved,114800
2135,2,Not Graduate,Yes,8500,26900,6,538,42600,32800,43000,9200,Approved,127600
2136,0,Graduate,Yes,6400,16900,16,759,32400,14200,30400,6200,Approved,83200
2137,2,Graduate,No,7100,21400,12,699,22800,26800,45200,9600,Approved,104400
2138,5,Not Graduate,No,1800,5400,14,347,7600,2600,9800,3400,Rejected,23400
2139,3,Not Graduate,Yes,6600,25200,20,598,26200,7200,41400,17200,Approved,92000
2140,4,Graduate,Yes,8800,27100,2,406,32600,12400,52200,11600,Approved,108800
2141,2,Not Graduate,No,4800,15800,20,860,3400,6600,26800,10200,Approved,47000
2142,5,Graduate,Yes,4400,16500,10,806,7000,8800,22400,5600,Approved,43800
2143,0,Not Graduate,No,2000,6900,2,448,5400,7600,14200,3200,Approved,30400
2144,2,Graduate,No,6800,22600,20,393,4200,4400,40600,16400,Rejected,65600
2145,5,Not Graduate,Yes,6600,16000,12,811,26200,10000,29400,10000,Approved,75600
2146,2,Graduate,No,3300,7900,20,829,9600,4200,26400,5200,Approved,45400
2147,3,Not Graduate,No,7400,23400,16,700,38600,6000,41400,17800,Approved,103800
2148,0,Not Graduate,Yes,4500,12400,18,719,20600,400,18400,6200,Approved,45600
2149,1,Not Graduate,Yes,9500,30500,12,430,10800,16000,61600,21000,Approved,109400
2150,1,Graduate,No,800,3000,4,338,1800,2000,5200,800,Approved,9800
2151,2,Graduate,No,4000,13000,4,695,12800,13800,30800,8600,Approved,66000
2152,2,Not Graduate,No,7000,25700,18,374,6800,27400,29800,9000,Rejected,73000
2153,3,Graduate,No,3500,8500,18,609,14600,0,25400,5000,Approved,45000
2154,3,Graduate,Yes,9700,36000,6,631,7000,11000,57000,15000,Approved,90000
2155,0,Not Graduate,No,3400,10800,6,439,10600,2800,23200,3800,Approved,40400
2156,1,Graduate,Yes,4600,13500,20,837,11200,15400,23800,5000,Approved,55400
2157,4,Graduate,No,3800,10400,10,833,15000,5000,28200,8400,Approved,56600
2158,4,Not Graduate,Yes,4200,9600,20,863,14800,1800,18200,6800,Approved,41600
2159,2,Graduate,No,2500,8700,4,684,0,1200,19400,5200,Approved,25800
2160,0,Not Graduate,Yes,7000,24600,6,542,12800,5200,49000,9400,Approved,76400
2161,1,Not Graduate,No,5300,11500,8,753,20000,8400,28800,6000,Approved,63200
2162,0,Not Graduate,No,6400,14200,2,512,3200,18400,46200,7000,Approved,74800
2163,3,Not Graduate,No,3400,8100,12,385,12200,8000,21400,8000,Rejected,49600
2164,4,Not Graduate,No,6700,18800,2,749,31200,15800,39800,17200,Rejected,104000
2165,1,Not Graduate,Yes,4600,10100,4,618,4400,200,25800,8600,Approved,39000
2166,4,Graduate,Yes,900,2500,4,583,2600,1600,3600,2200,Approved,10000
2167,0,Graduate,No,5100,19900,18,655,8800,0,34200,14200,Approved,57200
2168,0,Not Graduate,Yes,7000,20900,20,380,23600,21600,42200,12400,Rejected,99800
2169,3,Graduate,Yes,4100,14700,6,679,13200,7400,21000,11200,Approved,52800
2170,2,Graduate,No,4600,14800,6,410,25800,13600,32200,11600,Approved,83200
2171,2,Graduate,Yes,3600,11500,8,590,3200,10400,21800,6000,Approved,41400
2172,5,Graduate,No,5900,13800,14,397,24800,1200,40800,6000,Rejected,72800
2173,2,Graduate,No,600,2100,16,425,1800,1000,4600,600,Approved,8000
2174,0,Graduate,No,4900,16400,2,383,6600,7000,30000,11600,Approved,55200
2175,5,Graduate,Yes,6400,23900,6,406,29400,24800,50800,8600,Approved,113600
2176,2,Graduate,No,7000,19800,10,563,7800,18800,45600,16000,Approved,88200
2177,3,Graduate,Yes,6700,13400,14,782,9800,8000,51600,19200,Approved,88600
2178,1,Not Graduate,Yes,800,2200,4,852,1800,400,4400,2000,Approved,8600
2179,5,Not Graduate,No,7600,27800,2,753,36800,24400,33800,16000,Rejected,111000
2180,5,Graduate,Yes,3200,7600,4,489,10000,5800,21200,3800,Approved,40800
2181,2,Not Graduate,Yes,4900,13800,2,586,19800,2800,19800,14000,Rejected,56400
2182,3,Not Graduate,No,7200,20800,16,560,4200,21400,42200,7200,Approved,75000
2183,3,Graduate,No,5600,20600,6,487,12800,19400,40400,8200,Approved,80800
2184,4,Graduate,Yes,7300,18300,8,434,20000,5800,53600,13400,Approved,92800
2185,4,Not Graduate,No,3300,7000,20,504,16400,6400,14600,5000,Approved,42400
2186,2,Graduate,Yes,9200,25300,4,827,51800,31800,38600,22000,Approved,144200
2187,3,Not Graduate,Yes,8100,23300,20,657,31400,5800,56200,12400,Approved,105800
2188,5,Graduate,No,6600,21400,10,447,25400,22200,40400,12800,Approved,100800
2189,0,Graduate,Yes,4200,13600,4,834,17400,6800,24000,6200,Approved,54400
2190,2,Graduate,No,5800,21700,8,354,25000,4600,24400,13600,Rejected,67600
2191,2,Graduate,Yes,5600,21000,18,883,19600,3200,41800,12000,Approved,76600
2192,0,Not Graduate,Yes,3600,9900,12,641,20600,4800,18200,5400,Approved,49000
2193,1,Graduate,Yes,7700,16900,6,621,45200,15800,54800,20400,Approved,136200
2194,0,Graduate,Yes,7800,23300,10,587,25000,18600,55000,19400,Approved,118000
2195,3,Not Graduate,No,5700,15400,16,424,9400,6000,32800,11200,Approved,59400
2196,5,Graduate,No,6300,20500,14,515,8600,7200,36600,18200,Approved,70600
2197,5,Not Graduate,Yes,2300,4700,18,592,3200,7800,12400,5600,Approved,29000
2198,4,Graduate,Yes,9600,19900,6,319,6400,33000,56200,13200,Rejected,108800
2199,1,Not Graduate,Yes,1000,3900,16,360,5000,600,4200,1200,Rejected,11000
2200,5,Graduate,Yes,7200,27100,12,535,16800,25600,56200,9600,Approved,108200
2201,2,Not Graduate,Yes,3800,11400,16,666,18000,4800,16000,7600,Approved,46400
2202,4,Not Graduate,Yes,9300,24600,16,419,36200,0,53400,10200,Approved,99800
2203,2,Not Graduate,Yes,7200,21900,12,640,0,22800,29200,7600,Approved,59600
2204,0,Graduate,No,7600,19700,12,545,8600,10400,59000,14600,Approved,92600
2205,4,Graduate,No,4500,15300,10,843,26400,13800,21600,4400,Approved,66200
2206,1,Not Graduate,Yes,9900,30900,20,559,24200,12200,77200,24200,Approved,137800
2207,0,Not Graduate,Yes,700,2000,18,650,800,2600,5600,1000,Approved,10000
2208,0,Graduate,No,3500,12300,16,479,19400,12000,15800,9400,Approved,56600
2209,1,Graduate,Yes,300,1000,14,324,200,200,2200,200,Rejected,2800
2210,5,Not Graduate,Yes,5400,16700,2,354,2200,9000,38600,10400,Approved,60200
2211,4,Not Graduate,Yes,2800,8400,10,521,3000,2400,18200,7400,Approved,31000
2212,5,Not Graduate,Yes,4900,15900,8,505,24800,9800,29800,12200,Approved,76600
2213,4,Not Graduate,No,600,1700,12,436,800,0,3400,1400,Approved,5600
2214,0,Graduate,No,3000,8100,6,683,6400,9800,20400,6400,Approved,43000
2215,0,Graduate,No,1800,5800,18,348,5800,1400,13400,2000,Rejected,22600
2216,4,Graduate,Yes,5100,15700,6,867,22400,16600,38400,7200,Approved,84600
2217,5,Graduate,No,1400,4100,14,880,7400,3600,5600,4200,Approved,20800
2218,2,Graduate,Yes,6700,25500,10,673,22200,17200,50200,10000,Approved,99600
2219,3,Not Graduate,No,4300,12600,18,482,18600,1800,26400,12200,Approved,59000
2220,3,Graduate,Yes,7800,19600,4,767,36200,21000,41000,15400,Approved,113600
2221,3,Not Graduate,No,5400,15800,18,760,25400,4600,32800,14400,Approved,77200
2222,0,Not Graduate,No,500,1900,2,857,2200,1000,3600,600,Rejected,7400
2223,1,Graduate,No,8600,26700,10,735,23600,18200,41400,22400,Approved,105600
2224,3,Graduate,No,2500,9300,4,810,5400,6600,18800,7400,Approved,38200
2225,4,Not Graduate,No,3000,7200,2,680,1800,6800,19200,3400,Rejected,31200
2226,5,Not Graduate,Yes,7000,26900,4,889,2800,8400,44800,14800,Approved,70800
2227,1,Not Graduate,Yes,400,1500,16,688,800,600,2400,400,Approved,4200
2228,5,Not Graduate,No,5200,13700,16,531,17600,9000,31400,5800,Approved,63800
2229,3,Graduate,No,3300,11100,2,660,13000,7400,24600,9000,Rejected,54000
2230,1,Not Graduate,Yes,2400,8800,18,414,7200,4400,14200,5000,Approved,30800
2231,4,Graduate,Yes,5800,15800,14,528,12600,200,42800,17400,Approved,73000
2232,4,Not Graduate,Yes,9400,20000,12,817,7200,3200,68800,16000,Approved,95200
2233,2,Not Graduate,No,6100,15300,2,799,14200,11000,35600,10600,Rejected,71400
2234,1,Graduate,Yes,7500,21400,20,655,26000,20600,56200,16200,Approved,119000
2235,2,Not Graduate,No,4100,16200,6,546,7000,6200,30200,7400,Approved,50800
2236,3,Not Graduate,No,8500,30800,14,745,22000,16400,38800,14400,Approved,91600
2237,0,Graduate,No,4300,16900,8,884,13000,10800,24000,7400,Approved,55200
2238,5,Not Graduate,No,9300,22000,4,822,41800,20000,48400,24200,Approved,134400
2239,4,Not Graduate,No,6000,18700,2,623,8600,8000,38200,11400,Rejected,66200
2240,1,Not Graduate,Yes,5300,18900,16,361,600,10000,23800,11000,Rejected,45400
2241,5,Not Graduate,Yes,7400,16200,2,778,34000,5400,38800,18400,Rejected,96600
2242,1,Not Graduate,Yes,1100,3800,8,779,1200,3600,8000,3200,Approved,16000
2243,1,Graduate,Yes,6600,20700,4,594,9600,400,52800,17800,Approved,80600
2244,3,Graduate,No,8200,28300,2,530,30000,21000,40400,24200,Approved,115600
2245,3,Not Graduate,No,3300,9300,12,324,10600,5200,15000,4000,Rejected,34800
2246,4,Graduate,Yes,2500,9000,10,394,13400,4000,14600,6000,Rejected,38000
2247,3,Graduate,Yes,3300,10400,12,816,14200,12600,23600,9800,Approved,60200
2248,5,Not Graduate,No,1000,2300,16,423,3400,1400,5800,2800,Approved,13400
2249,5,Graduate,Yes,6200,12800,2,539,11200,19600,44600,9600,Approved,85000
2250,1,Graduate,No,7000,21000,20,554,33800,13200,29200,11200,Approved,87400
2251,2,Graduate,Yes,7000,19000,6,523,10600,18600,51600,19000,Approved,99800
2252,1,Not Graduate,Yes,5300,12000,10,852,800,20800,37800,10000,Approved,69400
2253,0,Not Graduate,Yes,1800,3700,2,505,7800,4800,9000,2800,Approved,24400
2254,0,Graduate,Yes,2300,7900,10,430,13200,5600,16200,3800,Approved,38800
2255,2,Graduate,No,4000,9200,16,784,6400,1200,26000,9800,Approved,43400
2256,1,Not Graduate,No,8900,24000,6,380,33000,14800,55400,15000,Rejected,118200
2257,3,Graduate,No,8000,18600,20,565,3200,17200,45000,18800,Approved,84200
2258,4,Graduate,Yes,7900,26900,14,446,35800,14600,33000,16400,Approved,99800
2259,5,Graduate,Yes,6700,20200,8,406,13800,9800,30600,14200,Approved,68400
2260,4,Not Graduate,No,2400,6000,6,712,13600,4400,12000,2400,Approved,32400
2261,4,Not Graduate,No,8600,22600,14,729,600,32400,41000,23800,Approved,97800
2262,1,Not Graduate,Yes,5300,14600,20,508,22400,5600,34000,9200,Approved,71200
2263,0,Graduate,No,7400,24900,20,648,14200,15800,46600,12400,Approved,89000
2264,0,Not Graduate,Yes,8700,18700,10,346,2400,3600,61400,16400,Rejected,83800
2265,5,Graduate,No,8200,18500,4,394,19200,11400,54800,22200,Rejected,107600
2266,0,Not Graduate,Yes,3700,9700,12,501,5200,13200,18400,9200,Approved,46000
2267,5,Not Graduate,Yes,9200,36300,2,655,6000,2400,64400,17400,Rejected,90200
2268,4,Not Graduate,No,6100,20900,4,662,20400,14000,46600,8200,Approved,89200
2269,2,Graduate,Yes,8800,30800,20,820,1400,9600,51800,25400,Approved,88200
2270,5,Not Graduate,No,9200,18900,10,521,16600,29000,46800,13800,Approved,106200
2271,3,Graduate,No,7200,27900,12,473,42200,17600,55600,17400,Approved,132800
2272,1,Graduate,No,600,1200,10,561,1800,600,2800,1200,Approved,6400
2273,5,Graduate,No,8000,23100,20,461,11800,4800,58600,14400,Approved,89600
2274,4,Graduate,Yes,6900,13800,16,715,4200,12200,41800,16400,Approved,74600
2275,0,Not Graduate,Yes,4300,15600,18,440,12400,2600,20000,9400,Approved,44400
2276,3,Not Graduate,Yes,8500,24900,18,749,19200,2400,63400,20200,Approved,105200
2277,4,Not Graduate,No,8600,17400,2,787,23400,21200,36800,21200,Rejected,102600
2278,3,Graduate,No,6300,13900,18,748,35400,17600,43400,17200,Approved,113600
2279,3,Not Graduate,Yes,5800,13600,12,321,3400,6600,44600,6800,Rejected,61400
2280,3,Graduate,Yes,1000,2300,10,303,2000,800,5000,2000,Rejected,9800
2281,0,Not Graduate,Yes,1700,5400,8,682,4800,2000,7800,4200,Approved,18800
2282,2,Not Graduate,No,3200,8600,18,638,2000,9800,17200,7000,Approved,36000
2283,0,Graduate,Yes,7500,16600,14,440,34400,29000,48200,20600,Approved,132200
2284,1,Not Graduate,Yes,2000,6600,10,873,2800,400,12600,4800,Approved,20600
2285,3,Not Graduate,No,9100,19700,20,437,12600,27400,47400,25800,Approved,113200
2286,4,Graduate,Yes,8400,19700,8,796,35800,18400,40400,15400,Approved,110000
2287,4,Graduate,No,7100,27200,16,824,4800,16000,44800,7800,Approved,73400
2288,2,Not Graduate,No,200,800,6,338,200,0,800,200,Rejected,1200
2289,0,Not Graduate,Yes,5000,14900,12,575,25600,3000,24600,13200,Approved,66400
2290,0,Not Graduate,Yes,4500,16900,8,773,12600,13600,28000,12000,Approved,66200
2291,2,Not Graduate,Yes,5100,19700,2,733,0,9000,25800,12400,Rejected,47200
2292,3,Graduate,Yes,4100,10600,14,475,10800,8600,27800,9000,Approved,56200
2293,1,Not Graduate,No,7200,15000,10,677,21200,7800,49000,8200,Approved,86200
2294,3,Not Graduate,No,7800,17700,6,403,25200,7400,49400,20000,Approved,102000
2295,3,Graduate,Yes,7500,25300,12,767,26400,21600,38800,19200,Approved,106000
2296,3,Graduate,Yes,6400,21000,2,813,7800,21800,41000,8800,Rejected,79400
2297,4,Graduate,No,7000,25700,20,597,39800,27000,55000,20200,Approved,142000
2298,4,Not Graduate,Yes,9000,31100,8,896,14200,8800,46800,26200,Approved,96000
2299,2,Not Graduate,Yes,4400,13900,6,810,26400,8400,30000,10400,Approved,75200
2300,2,Not Graduate,No,900,2000,14,337,3400,0,4200,1200,Rejected,8800
2301,1,Graduate,No,9800,26900,18,792,31800,28200,50400,23800,Approved,134200
2302,4,Not Graduate,No,600,1600,6,784,600,200,3800,1000,Approved,5600
2303,5,Graduate,Yes,9700,30100,12,434,39200,35800,42000,13800,Approved,130800
2304,2,Graduate,Yes,8400,32600,10,384,27800,3200,43200,14000,Rejected,88200
2305,1,Graduate,No,8300,24900,10,642,23000,30800,43200,11600,Approved,108600
2306,4,Graduate,No,7900,29900,8,314,44000,9200,52000,16200,Rejected,121400
2307,1,Not Graduate,No,8600,25900,2,606,7400,29800,65400,24400,Rejected,127000
2308,5,Not Graduate,Yes,6700,17600,14,843,25400,400,39000,11200,Approved,76000
2309,0,Graduate,No,2700,7400,10,778,13600,1600,11200,5600,Approved,32000
2310,0,Not Graduate,No,6600,25600,8,718,25200,24400,43400,18000,Approved,111000
2311,1,Graduate,Yes,7100,20800,20,437,19200,14600,49400,17600,Approved,100800
2312,5,Graduate,Yes,300,700,10,586,0,800,2000,200,Approved,3000
2313,2,Graduate,No,2200,7000,6,777,12200,800,8800,6600,Approved,28400
2314,1,Graduate,Yes,8700,31700,12,525,15600,20400,60600,12200,Approved,108800
2315,4,Graduate,No,7200,23100,12,632,9200,17000,38800,8800,Approved,73800
2316,0,Not Graduate,No,2000,4800,20,337,2600,4400,11000,3400,Rejected,21400
2317,4,Graduate,Yes,8600,27900,8,458,44800,3600,68000,23400,Approved,139800
2318,2,Graduate,Yes,2300,5400,8,364,9000,1000,14000,4000,Rejected,28000
2319,2,Not Graduate,Yes,9600,29800,16,499,57000,12600,63600,14800,Approved,148000
2320,2,Graduate,Yes,1900,6500,16,887,4000,2400,9000,3400,Approved,18800
2321,1,Graduate,No,2100,6300,16,882,7800,4400,15400,5800,Approved,33400
2322,1,Not Graduate,Yes,3900,8700,8,817,1800,5000,21400,4200,Approved,32400
2323,5,Not Graduate,Yes,200,300,10,704,1000,200,1600,400,Approved,3200
2324,1,Not Graduate,Yes,1900,4500,12,742,2400,4000,8800,2400,Approved,17600
2325,0,Not Graduate,Yes,3200,11600,4,393,9400,600,16000,6200,Approved,32200
2326,0,Not Graduate,No,1100,4300,18,828,1400,1600,5800,1800,Approved,10600
2327,5,Graduate,Yes,8000,21500,12,779,5200,30200,59600,20800,Approved,115800
2328,4,Graduate,Yes,6100,21700,6,860,27800,1800,28200,11200,Approved,69000
2329,5,Graduate,No,3200,10600,2,432,13000,7400,22400,7400,Approved,50200
2330,4,Graduate,Yes,9000,30400,20,532,42000,14800,61000,26200,Approved,144000
2331,0,Not Graduate,Yes,1200,3200,2,678,3000,2000,6800,1800,Rejected,13600
2332,3,Graduate,No,7900,27000,6,601,35400,15600,55200,23000,Approved,129200
2333,3,Graduate,Yes,7700,23100,8,807,5800,19600,40800,14000,Approved,80200
2334,2,Not Graduate,No,4400,16500,16,879,15600,15000,20600,10800,Approved,62000
2335,1,Not Graduate,No,3100,11200,18,665,4000,10800,24000,5000,Approved,43800
2336,5,Not Graduate,Yes,2600,9300,16,697,10200,2400,15400,7400,Approved,35400
2337,4,Graduate,No,5500,21700,14,867,10000,17400,30400,6200,Approved,64000
2338,1,Graduate,No,5700,15500,8,544,21000,17400,41800,14000,Approved,94200
2339,5,Graduate,No,6100,20700,20,482,18800,4000,33800,11800,Approved,68400
2340,2,Graduate,No,8200,22500,18,857,26800,28600,56800,16800,Approved,129000
2341,1,Graduate,No,6000,21200,12,549,35800,16400,33800,12400,Approved,98400
2342,1,Graduate,Yes,8000,30600,10,720,47400,17000,49800,19400,Approved,133600
2343,4,Not Graduate,No,2000,4800,8,302,3000,1600,8000,5200,Rejected,17800
2344,5,Graduate,Yes,1300,2900,12,669,800,3400,7800,3600,Approved,15600
2345,1,Graduate,No,7000,27100,6,591,13400,24400,43000,9800,Approved,90600
2346,3,Graduate,No,4100,15300,6,440,15000,10200,16400,4000,Rejected,45600
2347,3,Graduate,No,8000,26200,16,890,31600,8600,50000,8000,Approved,98200
2348,4,Not Graduate,No,8100,28000,8,663,17600,22600,52000,11000,Approved,103200
2349,4,Graduate,Yes,9500,22600,14,433,20000,1800,46200,26800,Approved,94800
2350,0,Graduate,No,9200,22500,10,317,28400,34800,57000,21400,Rejected,141600
2351,2,Graduate,No,3900,14700,16,360,5200,400,16600,5800,Rejected,28000
2352,1,Graduate,No,9100,26200,8,727,41600,14200,55600,17800,Approved,129200
2353,3,Graduate,Yes,3000,8300,4,685,5800,10800,22600,7600,Approved,46800
2354,4,Graduate,No,2000,4300,8,373,4000,5400,15400,4400,Rejected,29200
2355,5,Graduate,No,6300,14600,8,469,26600,20200,49000,7600,Approved,103400
2356,3,Not Graduate,Yes,4100,10900,8,548,17600,10400,26400,8600,Approved,63000
2357,0,Not Graduate,No,9800,29400,20,618,2400,29200,67600,16600,Approved,115800
2358,2,Graduate,No,5200,15400,8,658,2400,15000,25600,6400,Approved,49400
2359,3,Graduate,No,7600,28700,18,781,42600,24800,59200,16000,Approved,142600
2360,3,Not Graduate,No,9200,35500,2,715,22200,23600,39600,23400,Rejected,108800
2361,5,Not Graduate,No,2200,8100,4,409,600,0,9800,4800,Rejected,15200
2362,2,Not Graduate,Yes,8300,20600,10,504,200,1800,66400,13400,Approved,81800
2363,3,Graduate,Yes,6100,21600,16,428,5800,12200,30200,14400,Approved,62600
2364,2,Graduate,No,4500,16600,20,704,12800,8400,33800,4800,Approved,59800
2365,3,Not Graduate,No,6600,18800,12,834,37600,18600,27400,9600,Approved,93200
2366,4,Not Graduate,No,8900,34900,14,694,30800,5600,41200,18200,Approved,95800
2367,4,Graduate,Yes,3900,13300,20,453,19600,1000,24600,9400,Approved,54600
2368,3,Graduate,Yes,8900,35400,14,404,44600,15400,52800,11800,Approved,124600
2369,5,Not Graduate,No,6400,22300,12,776,1000,18200,48200,11600,Approved,79000
2370,1,Not Graduate,Yes,9500,28700,16,526,49200,9800,63600,13200,Approved,135800
2371,3,Graduate,Yes,300,1000,8,641,1400,400,2200,400,Approved,4400
2372,5,Not Graduate,No,4100,12300,6,582,21800,12200,28200,7000,Approved,69200
2373,2,Graduate,No,8100,20800,18,778,8200,31000,33400,21200,Approved,93800
2374,4,Graduate,No,9900,28400,10,763,47400,25400,71600,11600,Approved,156000
2375,0,Not Graduate,No,4800,19000,12,650,14000,2000,31200,9600,Approved,56800
2376,0,Graduate,Yes,2900,9700,2,820,13400,3200,18200,7800,Rejected,42600
2377,1,Not Graduate,Yes,3500,13500,12,824,16800,7800,23200,8200,Approved,56000
2378,1,Not Graduate,Yes,4900,12600,4,718,23600,14600,23600,7600,Approved,69400
2379,2,Not Graduate,Yes,5100,13300,14,313,11800,15800,36000,7800,Rejected,71400
2380,5,Graduate,No,7300,26200,10,751,2800,24400,53400,20800,Approved,101400
2381,0,Graduate,Yes,200,300,18,520,200,600,1200,200,Approved,2200
2382,2,Graduate,No,1400,4700,4,355,4200,1200,8800,2800,Approved,17000
2383,3,Graduate,Yes,8700,33600,14,314,15400,20000,43400,12400,Rejected,91200
2384,1,Not Graduate,Yes,2800,5900,20,728,2000,6400,20600,2800,Approved,31800
2385,3,Graduate,Yes,9100,30100,14,564,53200,14600,45400,16400,Approved,129600
2386,0,Not Graduate,Yes,6800,15300,14,699,39800,5200,27800,16600,Approved,89400
2387,0,Not Graduate,Yes,5000,17000,6,624,13400,12400,30800,11800,Approved,68400
2388,0,Graduate,Yes,4400,16800,14,795,17400,17400,25200,6800,Approved,66800
2389,5,Not Graduate,Yes,8400,18600,20,703,5000,14200,57600,19000,Approved,95800
2390,4,Graduate,No,7800,17300,4,394,7200,26200,48600,14400,Rejected,96400
2391,4,Graduate,Yes,4800,9900,14,779,10400,18600,37200,5800,Approved,72000
2392,1,Graduate,No,3200,8800,4,405,2000,5200,21400,6800,Approved,35400
2393,5,Graduate,Yes,2300,6700,16,612,13400,6600,17600,4000,Approved,41600
2394,5,Not Graduate,Yes,9200,28100,10,448,44600,6600,66400,21400,Approved,139000
2395,2,Not Graduate,Yes,4700,13700,6,506,2600,15800,33400,7000,Approved,58800
2396,0,Not Graduate,Yes,8000,30400,2,776,33200,2800,58200,15600,Rejected,109800
2397,1,Graduate,Yes,2600,8600,6,730,1600,5800,12000,6200,Approved,25600
2398,3,Not Graduate,No,200,800,20,730,0,600,800,600,Approved,2000
2399,5,Graduate,No,7300,17200,2,345,12200,16800,46400,9800,Rejected,85200
2400,4,Not Graduate,No,3300,11800,2,847,15600,4800,24200,6000,Rejected,50600
2401,4,Not Graduate,No,8300,23300,20,398,37000,23000,34200,19800,Rejected,114000
2402,5,Not Graduate,Yes,4100,9600,2,307,17600,15600,17000,6200,Rejected,56400
2403,1,Not Graduate,No,7300,23700,16,852,18800,13600,45200,17000,Approved,94600
2404,1,Not Graduate,No,9300,27500,6,364,24400,27600,50600,21600,Rejected,124200
2405,2,Graduate,Yes,4300,15200,12,552,6800,4200,25400,9600,Approved,46000
2406,3,Not Graduate,No,2600,8100,2,421,8400,6200,12400,5000,Approved,32000
2407,5,Graduate,No,2900,9800,12,588,11800,4600,13600,5800,Approved,35800
2408,2,Graduate,Yes,900,3500,6,763,4600,600,4000,1200,Approved,10400
2409,3,Not Graduate,Yes,4900,17500,20,823,25200,17400,28600,9600,Approved,80800
2410,0,Graduate,No,7700,24800,10,642,33600,21400,54800,9000,Approved,118800
2411,1,Graduate,No,4700,16800,12,647,20800,16600,21200,6800,Approved,65400
2412,5,Not Graduate,No,3000,8900,20,886,5200,2000,21200,5600,Approved,34000
2413,4,Not Graduate,No,9700,26200,4,518,52400,0,45000,28000,Approved,125400
2414,0,Graduate,Yes,6900,26800,20,515,21600,5000,33400,16600,Approved,76600
2415,2,Not Graduate,Yes,3800,12400,8,340,3600,5200,19400,5200,Rejected,33400
2416,3,Not Graduate,Yes,600,1700,14,521,0,2000,3400,1200,Approved,6600
2417,2,Not Graduate,Yes,1200,2900,12,330,800,3200,7600,1200,Rejected,12800
2418,4,Not Graduate,Yes,7800,26800,2,474,17800,22400,36800,11200,Approved,88200
2419,0,Not Graduate,No,9000,35100,6,898,1000,32400,41400,18200,Approved,93000
2420,1,Not Graduate,No,2800,9100,12,436,7200,1000,15600,7200,Approved,31000
2421,1,Not Graduate,No,7800,21300,10,326,45600,21400,37000,9000,Rejected,113000
2422,4,Graduate,Yes,4700,9500,18,876,23600,13200,36000,8200,Approved,81000
2423,2,Graduate,No,4600,17500,20,597,22800,12200,28200,8200,Approved,71400
2424,4,Graduate,No,5100,16100,14,436,22800,5400,26200,13400,Approved,67800
2425,3,Not Graduate,Yes,6100,22800,18,640,33600,14600,39200,12000,Approved,99400
2426,0,Not Graduate,No,6000,22900,16,302,24400,13000,35400,14200,Rejected,87000
2427,2,Not Graduate,No,8400,23200,16,476,30400,10800,37400,17200,Approved,95800
2428,2,Graduate,No,9300,22000,14,393,8600,7600,56800,27800,Rejected,100800
2429,0,Graduate,No,4200,10300,10,506,18600,9000,24800,12000,Approved,64400
2430,3,Graduate,No,9600,37800,10,418,13400,11000,69800,22600,Approved,116800
2431,3,Graduate,No,5600,13400,6,865,29800,19400,24600,12000,Approved,85800
2432,4,Graduate,No,7800,28600,2,703,1000,24800,59000,21000,Rejected,105800
